Date,Week_By_Year,Month,Year,Broker_Name,Grade,Factory_Name,Low_Price,Max_Price,MF,Median_Price,Lowest_Quantity,Max_Quantity,Total_Sale,Total_Quantity,Average_Price,Median_Quantity,Average_Quantity
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,340,340,BF 0138,340,1380,1380,469200,1380,340,1380,1380
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,365,365,BF 0138,365,380,380,138700,380,365,380,380
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,360,620,BF 0138,490,500,1000,800000,1500,490,750,750
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,500,510,BF 0138,505,490,1530,1014900,2020,505,1010,1010
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,640,640,BF 0138,640,1125,1125,720000,1125,640,1125,1125
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,345,345,BF 0138,345,260,260,89700,260,345,260,260
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,570,570,BF 0138,570,216,216,123120,216,570,216,216
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,670,670,BF 0138,670,480,480,321600,480,670,480,480
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,400,400,BF 0138,400,300,300,120000,300,400,300,300
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,425,425,BF 0138,425,270,270,114750,270,425,270,270
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,400,500,BF 0138,410,380,800,863600,1940,436.6666667,760,646.6666667
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,370,430,BF 0138,400,320,660,402200,980,400,490,490
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,435,500,BF 0138,467.5,400,440,394000,840,467.5,420,420
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,440,550,BF 0138,520,430,900,1152200,2230,503.3333333,900,743.3333333
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,460,540,BF 0138,480,400,900,1081200,2180,493.3333333,880,726.6666667
1/6/2016,2,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,340,340,BF 0138,340,600,600,204000,600,340,600,600
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,385,385,BF 0138,385,380,380,146300,380,385,380,380
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,720,720,BF 0138,720,90,90,64800,90,720,90,90
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,520,530,BF 0138,525,1000,1530,1330900,2530,525,1265,1265
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,350,350,BF 0138,350,460,460,161000,460,350,460,460
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,670,670,BF 0138,670,220,220,147400,220,670,220,220
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,DUST,POTHOTUWA,420,420,BF 0138,420,600,600,252000,600,420,600,600
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,410,490,BF 0138,450,380,800,547800,1180,450,590,590
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,670,670,BF 0138,670,875,875,586250,875,670,875,875
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,320,320,BF 0138,320,340,340,108800,340,320,340,340
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,405,600,BF 0138,502.5,490,1000,798450,1490,502.5,745,745
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,470,480,BF 0138,475,360,360,342000,720,475,360,360
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,445,530,BF 0138,460,397,450,823865,1737,473.75,445,434.25
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,375,415,BF 0138,415,260,270,321600,800,401.6666667,270,266.6666667
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,400,410,BF 0138,405,270,280,222800,550,405,275,275
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA A,370,370,BF 0138,370,300,300,111000,300,370,300,300
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,400,510,BF 0138,480,430,800,780400,1670,463.3333333,440,556.6666667
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,410,560,BF 0138,520,400,900,878400,1740,496.6666667,440,580
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA A,345,345,BF 0138,345,250,250,86250,250,345,250,250
1/12/2016,3,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,350,350,BF 0138,350,300,300,105000,300,350,300,300
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,630,630,BF 0138,630,220,220,138600,220,630,220,220
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,690,690,BF 0138,690,280,280,193200,280,690,280,280
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,690,690,BF 0138,690,1175,1175,810750,1175,690,1175,1175
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,340,340,BF 0138,340,300,300,102000,300,340,300,300
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,280,280,BF 0138,280,280,280,78400,280,280,280,280
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA A,390,390,BF 0138,390,720,720,280800,720,390,720,720
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,500,650,BF 0138,575,500,1000,900000,1500,575,750,750
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,400,570,BF 0138,540,430,900,908800,1770,503.3333333,440,590
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,460,550,BF 0138,550,490,1020,1336400,2510,520,1000,836.6666667
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,360,360,BF 0138,360,450,450,162000,450,360,450,450
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,365,365,BF 0138,365,380,380,138700,380,365,380,380
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,465,490,BF 0138,477.5,440,800,587600,1240,477.5,620,620
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,430,450,BF 0138,440,320,660,434600,980,440,490,490
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,480,480,BF 0138,480,800,800,384000,800,480,800,800
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA A,335,335,BF 0138,335,360,360,120600,360,335,360,360
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,390,395,BF 0138,392.5,270,300,223650,570,392.5,285,285
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,450,550,BF 0138,500,880,900,889000,1780,500,890,890
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,425,425,BF 0138,425,360,360,153000,360,425,360,360
1/20/2016,4,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,355,430,BF 0138,415,260,280,324600,810,400,270,270
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,390,400,BF 0138,392.5,360,720,862630,2197,393.75,558.5,549.25
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,350,350,BF 0138,350,380,380,133000,380,350,380,380
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,600,600,BF 0138,600,740,740,444000,740,600,740,740
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,560,560,BF 0138,560,1525,1525,854000,1525,560,1525,1525
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,315,315,BF 0138,315,280,280,88200,280,315,280,280
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,470,470,BF 0138,470,800,880,1165600,2480,470,800,826.6666667
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,430,540,BF 0138,520,880,900,1319800,2660,496.6666667,880,886.6666667
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP1,POTHOTUWA,450,450,BF 0138,450,370,370,166500,370,450,370,370
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,510,540,BF 0138,525,500,1000,795000,1500,525,750,750
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,550,550,BF 0138,550,880,880,484000,880,550,880,880
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,700,700,BF 0138,700,171,171,119700,171,700,171,171
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,460,460,BF 0138,460,800,800,368000,800,460,800,800
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,440,530,BF 0138,510,520,1500,1544000,3040,493.3333333,1020,1013.333333
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,460,490,BF 0138,480,330,660,785400,1650,476.6666667,660,550
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,400,405,BF 0138,402.5,270,270,217350,540,402.5,270,270
1/27/2016,5,1,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,370,390,BF 0138,380,270,300,216300,570,380,285,285
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,320,320,BF 0138,320,600,600,192000,600,320,600,600
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,410,510,BF 0138,410,800,900,1145800,2580,443.3333333,880,860
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,355,560,BF 0138,500,800,900,1226800,2580,471.6666667,880,860
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,360,450,BF 0138,420,430,800,688800,1670,410,440,556.6666667
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,415,415,BF 0138,415,270,270,112050,270,415,270,270
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,365,390,BF 0138,377.5,320,720,397600,1040,377.5,520,520
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,450,450,BF 0138,450,800,800,360000,800,450,800,800
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,365,365,BF 0138,365,320,320,116800,320,365,320,320
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,520,520,BF 0138,520,600,600,312000,600,520,600,600
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,600,600,BF 0138,600,210,210,126000,210,600,210,210
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,300,300,BF 0138,300,340,340,102000,340,300,340,340
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,540,540,BF 0138,540,875,875,472500,875,540,875,875
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,450,520,BF 0138,500,490,2040,1760500,3530,490,1000,1176.666667
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,315,540,BF 0138,427.5,490,1000,694350,1490,427.5,745,745
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,320,320,BF 0138,320,450,450,144000,450,320,450,450
2/2/2016,6,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,340,340,BF 0138,340,380,380,129200,380,340,380,380
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,320,540,BF 0138,430,490,1000,696800,1490,430,745,745
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,480,540,BF 0138,510,440,900,669600,1340,510,670,670
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,380,470,BF 0138,460,400,440,550000,1260,436.6666667,420,420
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA A,340,340,BF 0138,340,717,717,243780,717,340,717,717
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,550,550,BF 0138,550,850,850,467500,850,550,850,850
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,640,640,BF 0138,640,520,520,332800,520,640,520,520
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,660,660,BF 0138,660,132,132,87120,132,660,132,132
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,320,320,BF 0138,320,300,300,96000,300,320,300,300
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,390,500,BF 0138,500,320,660,784800,1640,463.3333333,660,546.6666667
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,425,460,BF 0138,442.5,400,760,507000,1160,442.5,580,580
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,480,510,BF 0138,495,1000,1020,999600,2020,495,1010,1010
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,410,420,BF 0138,415,270,300,236700,570,415,285,285
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,395,480,BF 0138,410,397,900,1132715,2627,423.75,665,656.75
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,390,400,BF 0138,395,357,360,425415,1077,395,360,359
2/10/2016,7,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,410,425,BF 0138,417.5,270,270,225450,540,417.5,270,270
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,365,365,BF 0138,365,380,380,138700,380,365,380,380
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,470,470,BF 0138,470,490,1020,709700,1510,470,755,755
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,460,500,BF 0138,480,500,1000,730000,1500,480,750,750
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA A,350,350,BF 0138,350,460,460,161000,460,350,460,460
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,540,540,BF 0138,540,600,600,324000,600,540,600,600
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,600,600,BF 0138,600,260,260,156000,260,600,260,260
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,590,590,BF 0138,590,160,160,94400,160,590,160,160
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,460,540,BF 0138,472.5,440,900,1499310,3134,486.25,897,783.5
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,420,420,BF 0138,420,270,270,113400,270,420,270,270
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,490,490,BF 0138,490,330,330,161700,330,490,330,330
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,395,470,BF 0138,432.5,400,758,487410,1158,432.5,579,579
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,420,420,BF 0138,420,270,280,231000,550,420,275,275
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,435,470,BF 0138,452.5,440,800,554800,1240,452.5,620,620
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,405,480,BF 0138,410,400,880,768900,1730,431.6666667,450,576.6666667
2/17/2016,8,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,390,400,BF 0138,395,360,360,284400,720,395,360,360
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,395,415,BF 0138,410,360,400,455800,1120,406.6666667,360,373.3333333
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,410,475,BF 0138,470,440,450,600300,1330,451.6666667,440,443.3333333
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA A,345,345,BF 0138,345,598,598,206310,598,345,598,598
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,410,410,BF 0138,410,270,270,110700,270,410,270,270
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,420,460,BF 0138,440,400,760,503200,1160,440,580,580
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,430,480,BF 0138,455,320,660,454400,980,455,490,490
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,415,415,BF 0138,415,300,300,124500,300,415,300,300
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,385,500,BF 0138,430,420,800,725700,1660,438.3333333,440,553.3333333
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,680,680,BF 0138,680,300,300,204000,300,680,300,300
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,630,630,BF 0138,630,144,144,90720,144,630,144,144
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,530,530,BF 0138,530,725,725,384250,725,530,725,725
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,350,350,BF 0138,350,380,380,133000,380,350,380,380
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,360,530,BF 0138,460,400,900,791200,1740,450,440,580
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,500,500,BF 0138,500,1000,1000,500000,1000,500,1000,1000
2/24/2016,9,2,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,390,510,BF 0138,440,520,1020,1161600,2540,446.6666667,1000,846.6666667
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,320,460,BF 0138,390,490,1000,616800,1490,390,745,745
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,395,550,BF 0138,480,400,900,832000,1740,475,440,580
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,420,510,BF 0138,425,400,800,732400,1640,451.6666667,440,546.6666667
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,460,490,BF 0138,475,1000,1020,959200,2020,475,1010,1010
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,540,540,BF 0138,540,625,625,337500,625,540,625,625
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,580,580,BF 0138,580,240,240,139200,240,580,240,240
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,500,500,BF 0138,500,138,138,69000,138,500,138,138
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,410,410,BF 0138,410,270,270,110700,270,410,270,270
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,380,520,BF 0138,450,320,660,464800,980,450,490,490
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,500,500,BF 0138,500,400,400,200000,400,500,400,400
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,415,415,BF 0138,415,270,270,112050,270,415,270,270
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,370,370,BF 0138,370,300,300,111000,300,370,300,300
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,415,565,BF 0138,530,440,900,855300,1780,503.3333333,440,593.3333333
3/2/2016,10,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,420,435,BF 0138,427.5,360,400,325200,760,427.5,380,380
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,435,440,BF 0138,437.5,360,360,315000,720,437.5,360,360
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,435,530,BF 0138,510,440,450,653350,1330,491.6666667,440,443.3333333
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,415,550,BF 0138,440,400,440,584000,1240,468.3333333,400,413.3333333
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,450,530,BF 0138,490,400,760,554000,1160,490,580,580
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,520,520,BF 0138,520,660,660,343200,660,520,660,660
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,420,420,BF 0138,420,270,270,113400,270,420,270,270
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,400,540,BF 0138,510,430,900,1106200,2210,483.3333333,880,736.6666667
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,650,650,BF 0138,650,147,147,95550,147,650,147,147
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,385,385,BF 0138,385,380,380,146300,380,385,380,380
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,420,530,BF 0138,510,520,1020,1268600,2540,486.6666667,1000,846.6666667
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,DUST,POTHOTUWA,360,360,BF 0138,360,600,600,216000,600,360,600,600
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,325,325,BF 0138,325,280,280,91000,280,325,280,280
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,560,560,BF 0138,560,800,800,448000,800,560,800,800
3/9/2016,11,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,490,490,BF 0138,490,1000,1000,490000,1000,490,1000,1000
3/15/2016,12,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,355,355,BF 0138,355,900,900,319500,900,355,900,900
3/15/2016,12,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,390,390,BF 0138,390,380,380,148200,380,390,380,380
3/15/2016,12,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,640,640,BF 0138,640,220,220,140800,220,640,220,220
3/15/2016,12,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,395,395,BF 0138,395,600,600,237000,600,395,600,600
3/15/2016,12,3,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,325,530,BF 0138,427.5,480,1000,686000,1480,427.5,740,740
