Date,Week_By_Year,Month,Year,Broker_Name,Grade,Factory_Name,Low_Price,Max_Price,MF,Median_Price,Lowest_Quantity,Max_Quantity,Total_Sale,Total_Quantity,Average_Price,Median_Quantity,Average_Quantity
9/7/2016,37,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA A,490,490,BF 0138,490,800,800,392000,800,490,800,800
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,640,640,BF 0138,640,360,360,230400,360,640,360,360
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,670,670,BF 0138,670,350,350,234500,350,670,350,350
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,550,550,BF 0138,550,270,270,148500,270,550,270,270
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,860,860,BF 0138,860,625,625,537500,625,860,625,625
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,550,690,BF 0138,570,440,840,1221600,2080,603.3333333,800,693.3333333
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,350,430,BF 0138,390,290,300,230500,590,390,295,295
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BM,POTHOTUWA,440,440,BF 0138,440,330,330,145200,330,440,330,330
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,650,650,BF 0138,650,550,550,357500,550,650,550,550
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,680,700,BF 0138,690,500,1020,1043600,1520,690,760,760
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,640,640,BF 0138,640,500,500,320000,500,640,500,500
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,1100,1100,BF 0138,1100,138,138,151800,138,1100,138,138
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA A,520,520,BF 0138,520,350,350,182000,350,520,350,350
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA A,470,470,BF 0138,470,470,470,220900,470,470,470,470
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,620,720,BF 0138,720,400,920,1227200,1760,686.6666667,440,586.6666667
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,530,560,BF 0138,545,360,360,392400,720,545,360,360
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,520,530,BF 0138,525,260,270,278300,530,525,265,265
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,690,695,BF 0138,692.5,440,900,929100,1340,692.5,670,670
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,820,820,BF 0138,820,220,220,180400,220,820,220,220
9/14/2016,38,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA A,490,540,BF 0138,515,600,600,618000,1200,515,600,600
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,960,960,BF 0138,960,120,120,115200,120,960,120,120
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,780,780,BF 0138,780,140,140,109200,140,780,140,140
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,680,680,BF 0138,680,520,520,353600,520,680,520,520
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA A,560,560,BF 0138,560,360,360,201600,360,560,360,360
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,DUST,POTHOTUWA,505,505,BF 0138,505,600,600,303000,600,505,600,600
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,580,720,BF 0138,690,400,460,866800,1300,663.3333333,440,433.3333333
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,900,900,BF 0138,900,450,450,405000,450,900,450,450
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,415,415,BF 0138,415,300,300,124500,300,415,300,300
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,630,650,BF 0138,640,350,660,643300,1010,640,505,505
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,670,730,BF 0138,700,400,720,774400,1120,700,560,560
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,545,545,BF 0138,545,360,360,196200,360,545,360,360
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,555,700,BF 0138,627.5,440,800,752000,1240,627.5,620,620
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,700,700,BF 0138,700,500,500,350000,500,700,500,500
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,510,510,BF 0138,510,900,900,459000,900,510,900,900
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,590,720,BF 0138,690,440,900,1409800,2140,666.6666667,800,713.3333333
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,630,630,BF 0138,630,490,490,308700,490,630,490,490
9/21/2016,39,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,550,580,BF 0138,565,280,300,328000,580,565,290,290
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,560,560,BF 0138,560,270,270,151200,270,560,270,270
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,530,565,BF 0138,560,260,280,447150,810,551.6666667,270,270
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,560,560,BF 0138,560,360,360,201600,360,560,360,360
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,580,780,BF 0138,585,400,800,1043200,1640,648.3333333,440,546.6666667
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,670,670,BF 0138,670,720,720,482400,720,670,720,720
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,640,640,BF 0138,640,330,330,211200,330,640,330,330
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,590,740,BF 0138,720,400,460,893200,1300,683.3333333,440,433.3333333
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,980,980,BF 0138,980,150,150,147000,150,980,150,150
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,860,860,BF 0138,860,133,133,114380,133,860,133,133
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,790,790,BF 0138,790,650,650,513500,650,790,650,650
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,680,680,BF 0138,680,520,520,353600,520,680,520,520
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,550,700,BF 0138,690,440,900,1369000,2140,646.6666667,800,713.3333333
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,480,480,BF 0138,480,300,300,144000,300,480,300,300
9/28/2016,40,9,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,510,700,BF 0138,700,540,1020,1689400,2560,636.6666667,1000,853.3333333
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,730,750,BF 0138,740,440,460,666200,900,740,450,450
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA A,450,450,BF 0138,450,600,600,270000,600,450,600,600
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,460,460,BF 0138,460,300,300,138000,300,460,300,300
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,560,680,BF 0138,620,350,640,596400,990,620,495,495
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,580,580,BF 0138,580,270,270,156600,270,580,270,270
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,550,550,BF 0138,550,720,720,396000,720,550,720,720
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,610,730,BF 0138,670,440,800,809200,1240,670,620,620
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,700,700,BF 0138,700,520,520,364000,520,700,520,520
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPFSP,POTHOTUWA,480,480,BF 0138,480,900,900,432000,900,480,900,900
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,700,780,BF 0138,740,400,720,816000,1120,740,560,560
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,500,500,BF 0138,500,370,370,185000,370,500,370,370
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,720,730,BF 0138,725,440,450,645200,890,725,445,445
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,600,600,BF 0138,600,490,490,294000,490,600,490,490
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,720,720,BF 0138,720,500,500,360000,500,720,500,500
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,870,870,BF 0138,870,132,132,114840,132,870,132,132
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,910,910,BF 0138,910,95,95,86450,95,910,95,95
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA A,560,560,BF 0138,560,720,720,403200,720,560,720,720
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,790,790,BF 0138,790,500,500,395000,500,790,500,500
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,570,600,BF 0138,585,270,300,333900,570,585,285,285
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,410,420,BF 0138,415,280,300,240600,580,415,290,290
10/5/2016,41,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BM,POTHOTUWA,450,450,BF 0138,450,330,330,148500,330,450,330,330
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,940,940,BF 0138,940,95,95,89300,95,940,95,95
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,720,720,BF 0138,720,520,520,374400,520,720,520,520
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,480,480,BF 0138,480,860,860,412800,860,480,860,860
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,950,950,BF 0138,950,190,190,180500,190,950,190,190
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,435,435,BF 0138,435,280,280,121800,280,435,280,280
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BM,POTHOTUWA,430,430,BF 0138,430,330,330,141900,330,430,330,330
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,880,880,BF 0138,880,600,600,528000,600,880,600,600
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,730,730,BF 0138,730,500,500,365000,500,730,500,500
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,570,570,BF 0138,570,280,280,159600,280,570,280,280
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,560,580,BF 0138,570,360,400,433600,760,570,380,380
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,700,700,BF 0138,700,360,360,252000,360,700,360,360
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,720,720,BF 0138,720,330,330,237600,330,720,330,330
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,600,760,BF 0138,670,420,800,1122400,1660,676.6666667,440,553.3333333
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,570,740,BF 0138,700,440,900,1411600,2140,670,800,713.3333333
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,630,750,BF 0138,720,400,460,913800,1300,700,440,433.3333333
10/12/2016,42,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,480,480,BF 0138,480,300,300,144000,300,480,300,300
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,620,620,BF 0138,620,530,530,328600,530,620,530,530
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,900,900,BF 0138,900,114,114,102600,114,900,114,114
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,800,800,BF 0138,800,288,288,230400,288,800,288,288
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA A,630,630,BF 0138,630,360,360,226800,360,630,360,360
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA A,460,460,BF 0138,460,250,250,115000,250,460,250,250
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA A,500,500,BF 0138,500,600,600,300000,600,500,600,600
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,690,800,BF 0138,745,440,800,904000,1240,745,620,620
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,720,780,BF 0138,750,500,1020,1124400,1520,750,760,760
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,580,760,BF 0138,730,400,450,894900,1290,690,440,430
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,640,640,BF 0138,640,300,300,192000,300,640,300,300
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,520,620,BF 0138,570,260,270,302600,530,570,265,265
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,680,680,BF 0138,680,360,360,244800,360,680,360,360
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,610,740,BF 0138,675,330,600,610200,930,675,465,465
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,580,580,BF 0138,580,360,360,208800,360,580,360,360
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,DUST,POTHOTUWA,490,490,BF 0138,490,600,600,294000,600,490,600,600
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,800,800,BF 0138,800,475,475,380000,475,800,475,475
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,740,760,BF 0138,750,440,460,675200,900,750,450,450
10/19/2016,43,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA A,580,580,BF 0138,580,700,700,406000,700,580,700,700
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,760,760,BF 0138,760,520,520,395200,520,760,520,520
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,500,500,BF 0138,500,860,860,430000,860,500,860,860
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,790,790,BF 0138,790,500,500,395000,500,790,500,500
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,920,920,BF 0138,920,200,200,184000,200,920,200,200
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,680,680,BF 0138,680,270,270,183600,270,680,270,270
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,910,910,BF 0138,910,400,400,364000,400,910,400,400
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,880,880,BF 0138,880,285,285,250800,285,880,285,285
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,660,770,BF 0138,710,440,470,968500,1360,713.3333333,450,453.3333333
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,570,630,BF 0138,600,260,270,318300,530,600,265,265
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,830,830,BF 0138,830,680,680,564400,680,830,680,680
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,760,760,BF 0138,760,370,370,281200,370,760,370,370
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,620,620,BF 0138,620,360,360,223200,360,620,360,360
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,740,800,BF 0138,770,440,800,944000,1240,770,620,620
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,520,520,BF 0138,520,300,300,156000,300,520,300,300
10/26/2016,44,10,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,620,780,BF 0138,730,400,460,928000,1300,710,440,433.3333333
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,880,880,BF 0138,880,100,100,88000,100,880,100,100
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,720,720,BF 0138,720,530,530,381600,530,720,530,530
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,510,510,BF 0138,510,370,370,188700,370,510,370,370
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,800,800,BF 0138,800,100,100,80000,100,800,100,100
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,415,415,BF 0138,415,280,280,116200,280,415,280,280
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BM,POTHOTUWA,430,430,BF 0138,430,400,400,172000,400,430,400,400
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,800,800,BF 0138,800,400,400,320000,400,800,400,400
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,820,820,BF 0138,820,460,460,377200,460,820,460,460
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,590,590,BF 0138,590,360,360,212400,360,590,360,360
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,700,760,BF 0138,730,300,330,460800,630,730,315,315
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA A,510,510,BF 0138,510,300,300,153000,300,510,300,300
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,600,600,BF 0138,600,460,460,276000,460,600,460,460
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,600,740,BF 0138,740,400,450,898600,1290,693.3333333,440,430
11/2/2016,45,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,710,800,BF 0138,720,430,800,1229600,1670,743.3333333,440,556.6666667
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,770,770,BF 0138,770,330,330,254100,330,770,330,330
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,630,630,BF 0138,630,720,720,453600,720,630,720,720
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,680,680,BF 0138,680,520,520,353600,520,680,520,520
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA A,560,560,BF 0138,560,360,360,201600,360,560,360,360
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPSP,POTHOTUWA,430,590,BF 0138,510,450,500,480500,950,510,475,475
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,500,500,BF 0138,500,350,350,175000,350,500,350,350
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1A,POTHOTUWA,435,435,BF 0138,435,280,280,121800,280,435,280,280
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP,POTHOTUWA,650,650,BF 0138,650,300,300,195000,300,650,300,300
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,980,980,BF 0138,980,115,115,112700,115,980,115,115
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,820,820,BF 0138,820,120,120,98400,120,820,120,120
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF,POTHOTUWA,550,550,BF 0138,550,490,490,269500,490,550,490,490
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,590,590,BF 0138,590,360,360,212400,360,590,360,360
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,660,730,BF 0138,695,400,440,585200,840,695,420,420
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,880,880,BF 0138,880,450,450,396000,450,880,450,450
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OPA,POTHOTUWA,660,670,BF 0138,665,270,280,365800,550,665,275,275
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,700,820,BF 0138,760,400,440,640800,840,760,420,420
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,750,750,BF 0138,750,440,440,330000,440,750,440,440
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA A,500,500,BF 0138,500,400,400,200000,400,500,400,400
11/9/2016,46,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA A,440,440,BF 0138,440,300,300,132000,300,440,300,300
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP,POTHOTUWA,860,860,BF 0138,860,105,105,90300,105,860,105,105
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPF,POTHOTUWA,720,720,BF 0138,720,520,520,374400,520,720,520,520
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOPA,POTHOTUWA,500,500,BF 0138,500,370,370,185000,370,500,370,370
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BP,POTHOTUWA,510,510,BF 0138,510,500,500,255000,500,510,500,500
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFSP,POTHOTUWA,900,900,BF 0138,900,475,475,427500,475,900,475,475
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPFEXSP1,POTHOTUWA,900,900,BF 0138,900,115,115,103500,115,900,115,115
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP,POTHOTUWA,780,780,BF 0138,780,500,500,390000,500,780,500,500
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK,POTHOTUWA,580,580,BF 0138,580,360,360,208800,360,580,360,360
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,OP1,POTHOTUWA,760,760,BF 0138,760,350,350,266000,350,760,350,350
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,BOP1,POTHOTUWA,620,620,BF 0138,620,360,360,223200,360,620,360,360
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,PEK1,POTHOTUWA,780,780,BF 0138,780,460,460,717600,920,780,460,460
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOPF1,POTHOTUWA,800,800,BF 0138,800,440,450,712000,890,800,445,445
11/16/2016,47,11,2016,FORBES & WALKER TEA BROKERS (PVT) LTD,FBOP,POTHOTUWA,730,820,BF 0138,775,400,440,652800,840,775,420,420
